;Unnamed: 0;doi;author;year;title;abstract;BibTexID;included in paper review;exclusion_reasons;measurement modality;condition design;sample size;sample;pairing configuration;pairing setup;relationship pair;interaction scenario;interaction manipulation;type of communication;transfer of information;paradigm;task symmetry;analysis method;cognitive function;other_labels
10;10;10.1145/3636555.3636935;Wang, Zuo and Ng, Jeremy Tzi Dong and Que, Ying and Hu, Xiao;2024;Unveiling Synchrony of Learners′ Multimodal Data in Collaborative Maker Activities - FOURTEENTH INTERNATIONAL CONFERENCE ON LEARNING ANALYTICS \& KNOWLEDGE, LAK 2024 - FOURTEENTH INTERNATIONAL CONFERENCE ON LEARNING ANALYTICS \& KNOWLEDGE, LAK 2024;While current evaluation of maker activities has rarely explored students' learning processes, the multi-perspective and multi-level nature of collaboration adds complexity to learning processes of collaborative maker activities. In terms of group dynamics as an important indicator of collaboration quality, extant studies have shown the benefits of synchrony between learners ` actions during collaborative learning processes. However, synchrony of learners ` cognitive processes and visual attention in collaborative maker activities remains under-explored. Leveraging the multimodal learning analytics (MMLA) approach, this pilot study examines learners ` synchrony patterns from multiple modalities of data in the collaborative maker activity of virtual reality (VR) content creation. We conducted a user experiment with five pairs of students, and collected and analyzed their electroencephalography (EEG) signals, eye movement and system log data. Results showed that the five pairs of collaborators demonstrated diverse synchrony patterns. We also discovered that, while some groups exhibited synchrony in one modality of data before becoming not synchronized in another modality, other groups started with a lack of synchrony followed by maintaining synchrony. This study is expected to make methodological and practical contributions to MMLA research and assessment of collaborative maker activities.;wang2024unveilingsynch;True;;['EEG', 'Eye-tracking'];within-subjects;10;healthy adults;dyad;n/s;n/s;virtual;separate digital IM w/out verbal IM;open-ended;digital;ecologically valid setting;high;['temporal domain time', 'connectivity functional'];executive function;['EEG electrode number: 24', 'VR', 'learning', 'mbt Wireless EEG', 'Pupil-Lab eye tracker']
11;11;10.3390/brainsci14010060;Shih, Yi-Teng and Wang, Luqian and Wong, Clive H. Y. and Sin, Emily L. L. and Rauterberg, Matthias and Yuan, Zhen and Chang, Leanne;2024;The Effects of Distancing Design Collaboration Necessitated by COVID-19 on Brain Synchrony in Teams Compared to Co-Located Design Collaboration: A Preliminary Study.;Due to the widespread involvement of distributed collaboration triggered by COVID-19, it has become a new trend that has continued into the post-pandemic era. This study investigated collective performance within two collaborative environments (co-located and distancing settings) by assessing inter-brain synchrony patterns (IBS) among design collaborators using functional nearinfrared spectroscopy. The preliminary study was conducted with three dyads who possessed 2–3 years of professional product design experience. Each dyad completed two designated design tasks in distinct settings. In the distributed condition, participants interacted through video conferencing in which they were allowed to communicate by verbalization and sketching using a shared digital whiteboard. To prevent the influences of different sketching tools on design outputs, we employed digital sketching for both environments. The interactions between collaborators were identified in three behaviors: verbal only, sketch only, and mixed communication (verbal and sketch). The consequences revealed a higher level of IBS when mixed communication took place in distributed conditions than in co-located conditions. Comparably, the occurrence of IBS increased when participants solely utilized sketching as the interaction approach within the co-located setting. A mixed communication method combining verbalization and sketching might lead to more coordinated cognitive processes when in physical isolation. Design collaborators are inclined to adjust their interaction behaviors in order to adapt to different design environments, strengthen the exchange of ideas, and construct design consensus. Overall, the present paper discussed the performance of virtual collaborative design based on a neurocognitive perspective, contributing valuable insights for the future intervention design that promotes effective virtual teamwork.;shih2024theeffectsofdi;True;;['fNIRS', 'camera-based tracking'];within-subjects;6;healthy adults;dyad;['ff', 'fm', 'mm'];familiar;['SBS', 'virtual'];['separate digital IM and verbal IM', 'separate digital IM w/out verbal IM'];open-ended;mixed;ecologically valid setting;high;temporal domain time;['other', 'executive function'];['fNIRS channel number: 8', 'screen', 'design task']
12;12;10.1145/3491101.3519670;Fang, Cathy Mengying and Marvez, G. R. and Elhaouij, Neska and Picard, Rosalind;2022;Cardiac Arrest: Evaluating the Role of Biosignals in Gameplay Strategies and Players' Physiological Synchrony in Social Deception Games - EXTENDED ABSTRACTS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2022 - EXTENDED ABSTRACTS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2022;Social deduction or deception games are games in which a player or team of players actively deceives other players who are trying to discover hidden roles as a part of the win condition. Included in this category are games like One Night Werewolf, Avalon, and Mafa. In this pilot study (N=24), we examined how the addition of visual displays of heart rate (HR) signals afected players' gameplay in a six-player version of Mafa in online and in-person settings. We also examined moments of synchrony in HR data during critical moments of gameplay. We fnd that seeing signals did afect players' strategies and infuenced their gameplay, and that there were moments of HR synchrony during vital game events. These results suggest that HR, when available, is used by players in making game decisions, and that players' HR can be a measure of like-minded player decisions. Future work can explore how other biosignals are utilized by players of social deception games, and how those signals may undergo unconscious synchrony.;fang2022cardiacarreste;True;;ECG;mixed;24;healthy adults;more (n_group = 6);fm;n/s;['FTF', 'virtual'];['verbal IM', 'separate digital IM and verbal IM'];mixed;mixed;cooperation/competition tasks;low;temporal domain time;['attention', 'social cognition', 'executive function'];['screen', 'gender non-binary 3', 'gender unanswered 1']
13;13;10.1037/a0033125;Strang, A.J. and Funke, G.J. and Russell, S.M. and Dukes, A.W. and Middendorf, M.S.;2014;Physio-behavioral coupling in a cooperative team task: Contributors and relations;"Research indicates that coactors performing cooperative tasks often exhibit spontaneous and unintended similarities in their physiological and behavioral responses-a phenomenon referred to here as physiobehavioral coupling (PBC). The purpose of this research was to identify contributors to PBC; examine relationships between PBC, team performance, and perceived team attributes (e.g., cohesion, trust); and compare a set of time-series measures(cross-correlation [CC], cross-recurrence quantification analysis [CRQA], and cross-fuzzy entropy [CFEn]) in their characterization of PBC across comparisons. To accomplish this, PBC was examined in human postural sway (PS) and cardiac interbeat intervals (IBIs) from dyadic teams performing a fast-paced puzzle task (Quadra-a variant of the video game Tetris). Results indicated that observed levels of PBC were not a chance occurrence, but instead driven by features of the team-task environment, and that PBC was likely influenced by similar individual task demands and interpersonal coordination dynamics that were not ""unique"" to a particular team. Correlation analysis revealed that PBC exhibited negative relationships with team performance and team attributes, which were interpreted to reflect complementary coordination (as opposed to mimicry) during task performance, potentially due to differentiated team roles. Finally, qualitative comparison of timeseries measures used to characterize PBC indicated that CRQA percent recurrence and CFEn (both nonlinear measures) settled on mostly analogous characterizations, whereas linear CC did not. The disparity observed between the linear and nonlinear measures highlights underlying computational and interpretational differences between the two families of statistics and supports the use of multiple metrics for characterizing PBC. © 2013 American Psychological Association.";strang2014physiobehavior;True;;ECG;within-subjects;80;healthy adults;dyad;['ff', 'mm'];unfamiliar;FTF;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;low;['temporal domain time', 'connectivity functional'];['executive function', 'visuospatial cognition'];['Tetris task', 'IBI coupling', 'postural sway']
14;14;10.1016/j.cognition.2019.104117;"LeBars, Solène; Devaux, Alex; Nevidal, Tena; Chambon, Valérian; Pacherie, Elisabeth";2020;Agents' pivotality and reward fairness modulate sense of agency in cooperative joint action;The sense of agency (SoA) experienced in joint action is an essential subjective dimension of human cooperativeness, but we still know little about the specific factors that contribute to its emergence or alteration. In the present study, dyads of participants were instructed to coordinate their key presses to move a cursor up to a specific target (i.e., to achieve a common goal). We applied random deviations on the cursor's trajectory to manipulate the motor fluency of the joint action, while the agents’ motor roles were either balanced (i.e., equivalent) or unbalanced (i.e., one agent contributed more than the other), making the agents more or less pivotal to the joint action. Then, the final outcomes were shared equally, fairly (i.e., reflecting individual motor contributions) or arbitrarily in an all-or-none fashion, between the co-agents. Self and joint SoA were measured through self-reports about feeling of control, that is, using judgment of (felt) control (JoC), and electrodermal activity was recorded during the whole motor task. We observed that self and joint JoC were reduced in the case of low motor fluency, pointing out the importance of sensorimotor cues for both I- and we-modes. Moreover, while self JoC was reduced in the low pivotality condition (i.e., low motor role), joint JoC was significantly enhanced when agents’ roles and rewards were symmetrical (i.e. equal). Skin conductance responses to rewards were impacted by the way outcomes were shared between partners (i.e., fairly, equally or arbitrarily) but not by the individual gains, which demonstrates the sensitivity of low-level physiological reactions to external signs of fairness. Skin conductance level was also reduced in the fair context, where rewards were shared according to individual motor contributions, relative to the all-or-none context, which could mirror the feeling of effective responsibility and control over actions’ outcomes. © 2019 Elsevier B.V.;lebars2020agentspivotali;True;;EDA;within-subjects;35;healthy adults;dyad;['ff', 'mm'];unfamiliar;SBS v-b;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;low;temporal domain time;['executive function', 'visuospatial cognition'];['self-report', 'SoA (Sense of Agency)']
15;15;10.1016/j.neuroimage.2020.117436;"Dikker, Suzanne;
Michalareas, Georgios;
Oostrik, Matthias;
Serafimaki, Amalia;
Kahraman, Hasibe Melda;
Struiksma, Marijn E.;
Poeppel, David";2021;Crowdsourcing neuroscience: Inter-brain coupling during face-to-face interactions outside the laboratory;When we feel connected or engaged during social behavior, are our brains in fact “in sync” in a formal, quantifiable sense? Most studies addressing this question use highly controlled tasks with homogenous subject pools. In an effort to take a more naturalistic approach, we collaborated with art institutions to crowdsource neuroscience data: Over the course of 5 years, we collected electroencephalogram (EEG) data from thousands of museum and festival visitors who volunteered to engage in a 10-min face-to-face interaction. Pairs of participants with various levels of familiarity sat inside the Mutual Wave Machine—an artistic neurofeedback installation that translates real-time correlations of each pair's EEG activity into light patterns. Because such inter-participant EEG correlations are prone to noise contamination, in subsequent offline analyses we computed inter-brain coupling using Imaginary Coherence and Projected Power Correlations, two synchrony metrics that are largely immune to instantaneous, noise-driven correlations. When applying these methods to two subsets of recorded data with the most consistent protocols, we found that pairs’ trait empathy, social closeness, engagement, and social behavior (joint action and eye contact) consistently predicted the extent to which their brain activity became synchronized, most prominently in low alpha (~7–10 Hz) and beta (~20–22 Hz) oscillations. These findings support an account where shared engagement and joint action drive coupled neural activity and behavior during dynamic, naturalistic social interactions. To our knowledge, this work constitutes a first demonstration that an interdisciplinary, real-world, crowdsourcing neuroscience approach may provide a promising method to collect large, rich datasets pertaining to real-life face-to-face interactions. Additionally, it is a demonstration of how the general public can participate and engage in the scientific process outside of the laboratory. Institutions such as museums, galleries, or any other organization where the public actively engages out of self-motivation, can help facilitate this type of citizen science research, and support the collection of large datasets under scientifically controlled experimental conditions. To further enhance the public interest for the out-of-the-lab experimental approach, the data and results of this study are disseminated through a website tailored to the general public (wp.nyu.edu/mutualwavemachine).;dikker2021crowdsourcingn;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);EEG;between-subjects;1262;healthy adults;dyad;['ff', 'fm', 'mm'];['familiar', 'unfamiliar'];FTF;non-verbal IM;open-ended;analog;ecologically valid setting;high;['connectivity functional', 'temporal domain time', 'temporal domain frequency'];['social cognition'];['EEG electrode number: 14', 'mutual wave machine']
16;16;10.1016/j.neuroimage.2020.116813;Astolfi, Laura and Toppi, Jlenia and Ciaramidaro, Angela and Vogel, Pascal and Freitag, Christine M. and Siniatchkin, Michael;2020;Raising the bar: Can dual scanning improve our understanding of joint action?;Two-person neuroscience (2 ​PN) is a recently introduced conceptual and methodological framework used to investigate the neural basis of human social interaction from simultaneous neuroimaging of two or more subjects (hyperscanning). In this study, we adopted a 2 ​PN approach and a multiple-brain connectivity model to investigate the neural basis of a form of cooperation called joint action. We hypothesized different intra-brain and inter-brain connectivity patterns when comparing the interpersonal properties of joint action with non-interpersonal conditions, with a focus on co-representation, a core ability at the basis of cooperation. 32 subjects were enrolled in dual-EEG recordings during a computerized joint action task including three conditions: one in which the dyad jointly acted to pursue a common goal (joint), one in which each subject interacted with the PC (PC), and one in which each subject performed the task individually (Solo). A combination of multiple-brain connectivity estimation and specific indices derived from graph theory allowed to compare interpersonal with non-interpersonal conditions in four different frequency bands. Our results indicate that all the indices were modulated by the interaction, and returned a significantly stronger integration of multiple-subject networks in the joint vs. PC and Solo conditions. A subsequent classification analysis showed that features based on multiple-brain indices led to a better discrimination between social and non-social conditions with respect to single-subject indices. Taken together, our results suggest that multiple-brain connectivity can provide a deeper insight into the understanding of the neural basis of cooperation in humans. © 2020 The Authors;astolfi2020raisingthebarc;True;;EEG;within-subjects;32;healthy adults;dyad;mm;unfamiliar;FTF v-b;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;high;connectivity functional;visuospatial cognition;['EEG electrode number: 61', 'graph theory']
17;17;10.3389/fnrgo.2022.838625;Eloy, L. and Doherty, E.J. and Spencer, C.A. and Bobko, P. and Hirshfield, L.;2022;Using fNIRS to Identify Transparency- and Reliability-Sensitive Markers of Trust Across Multiple Timescales in Collaborative Human-Human-Agent Triads;Intelligent agents are rapidly evolving from assistants into teammates as they perform increasingly complex tasks. Successful human-agent teams leverage the computational power and sensory capabilities of automated agents while keeping the human operator's expectation consistent with the agent's ability. This helps prevent over-reliance on and under-utilization of the agent to optimize its effectiveness. Research at the intersection of human-computer interaction, social psychology, and neuroergonomics has identified trust as a governing factor of human-agent interactions that can be modulated to maintain an appropriate expectation. To achieve this calibration, trust can be monitored continuously and unobtrusively using neurophysiological sensors. While prior studies have demonstrated the potential of functional near-infrared spectroscopy (fNIRS), a lightweight neuroimaging technology, in the prediction of social, cognitive, and affective states, few have successfully used it to measure complex social constructs like trust in artificial agents. Even fewer studies have examined the dynamics of hybrid teams of more than 1 human or 1 agent. We address this gap by developing a highly collaborative task that requires knowledge sharing within teams of 2 humans and 1 agent. Using brain data obtained with fNIRS sensors, we aim to identify brain regions sensitive to changes in agent behavior on a long- and short-term scale. We manipulated agent reliability and transparency while measuring trust, mental demand, team processes, and affect. Transparency and reliability levels are found to significantly affect trust in the agent, while transparency explanations do not impact mental demand. Reducing agent communication is shown to disrupt interpersonal trust and team cohesion, suggesting similar dynamics as human-human teams. Contrasts of General Linear Model analyses identify dorsal medial prefrontal cortex activation specific to assessing the agent's transparency explanations and characterize increases in mental demand as signaled by dorsal lateral prefrontal cortex and frontopolar activation. Short scale event-level data is analyzed to show that predicting whether an individual will trust the agent, with data from 15 s before their decision, is feasible with fNIRS data. Discussing our results, we identify targets and directions for future neuroergonomics research as a step toward building an intelligent trust-modulation system to optimize human-agent collaborations in real time. Copyright © 2022 Eloy, Doherty, Spencer, Bobko and Hirshfield.;eloy2022usingfnirstoid;False;Outcomes | Inter-subject dynamics;fNIRS;within-subjects;38;healthy adults;dyad;n/s;n/s;virtual;separate digital IM and verbal IM;goal-driven;digital;cooperation/competition tasks;high;['spatial domain sensor', 'spatial domain source'];['executive function', 'visuospatial cognition'];['fNIRS channel number: 42']
18;18;10.3390/brainsci13020356;Balconi, Michela and Angioletti, Laura and Cassioli, Federico;2023;Hyperscanning EEG Paradigm Applied to Remote vs. Face-To-Face Learning in Managerial Contexts: Which Is Better?;We propose a hyperscanning research design, where electroencephalographic (EEG) data were collected on an instructor and teams of learners. We compared neurophysiological measures within the frequency domain (delta, theta, alpha, and beta EEG bands) in the two conditions: face-toface and remote settings. Data collection was carried out using wearable EEG systems. Conversational analysis was previously applied to detect comparable EEG time blocks and semantic topics. The digitalization of training can be considered a challenge but also a chance for organizations. However, if not carefully addressed, it might constitute a criticality. Limited research explored how remote, as opposed to face-to-face, training affects cognitive, (such as memory and attention), affective, and social processes in workgroups. Data showed an alpha desynchronization and, conversely, a theta and beta synchronization for the face-to-face condition. Moreover, trainees showed different patterns for beta power depending on the setting condition, with significantly increased power spectral density (PSD) in the face-to-face condition. These results highlight the relevance of neurophysiological measures in testing the e-learning process, in relation to the emotional engagement, memory encoding, and attentional processing.;balconi2023hyperscanninge;True;;EEG;between-subjects;8;healthy adults;more (n_group = 8);n/s;instructor-student;['FTF', 'virtual'];['shared physical IM and verbal IM', 'separate digital IM and verbal IM'];open-ended;mixed;ecologically valid setting;high;temporal domain frequency;['social cognition', 'executive function'];['EEG electrode number: 4', 'memory',  'screen', 'learning', 'attention', 'Muse Headband version 2']
19;19;10.1109/TNSRE.2024.3352036;Chuang, Tse-Min and Peng, Pin-Chao and Su, Yu-Kai and Lin, Sin-Huei and Tseng, Yi-Li;2024;Exploring Inter-Brain Electroencephalogram Patterns for Social Cognitive Assessment during Jigsaw Puzzle Solving;Social interaction enables the smooth progression of our daily lives. Mounting evidence from recent hyperscanning neuroimaging studies indicates that key components of social behavior can be evaluated using inter-brain oscillations and connectivity. However, mapping out inter-brain networks and developing neurocognitive theories that explain how humans co-create and share information during social interaction remains challenging. In this study, we developed a jigsaw puzzle-solving game with hyperscanning electroencephalography (EEG) signals recorded to investigate inter-brain activities during social interactions involving cooperation and competition. Participants were recruited and paired into dyads to participate in the multiplayer jigsaw puzzle game with 32-channel EEG signals recorded. The corresponding event-related potentials (ERPs), brain oscillations, and inter-brain functional connectivity were analyzed. The results showed different ERP morphologies of P3 patterns in competitive and cooperative contexts, and brain oscillations in the low-frequency band may be an indicator of social cognitive activities. Furthermore, increased inter-brain functional connectivity in the delta, theta, alpha, and beta frequency bands was observed in the competition mode compared to the cooperation mode. By presenting comparable and valid hyperscanning EEG results alongside those of previous studies using traditional paradigms, this study demonstrates the potential of utilizing hyperscanning techniques in real-life game-playing scenarios to quantitatively assess social cognitive interactions involving cooperation and competition. Our approach offers a promising platform with potential applications in the flexible assessment of psychiatric disorders related to social functioning. © 2001-2011 IEEE.;chuang2024exploringinter;True;;EEG;within-subjects;58;healthy adults;dyad;['ff', 'fm', 'mm'];n/s;virtual;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;high;['connectivity functional', 'temporal domain frequency'];['memory', 'visuospatial cognition'];['EEG electrode number: 32']
